JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AC	ACHATS	AC000016	20200127	44566000	TVA/AC AUTRES BIENS & SERVICES			19.6	20200127	4887  LEGOLAS RAVALEMENT	300,85	0,00			20210923		
SAM	BANQUE SAMOA	SAM000006	20200127	40100000	COMPTE COLLECTIF FOURNISSEURS	01400000	OBAMA	6	20200127	877 OBAMA	1604,88	0,00			20210923		
SAM	BANQUE SAMOA	SAM000006	20200127	51270000	BANQUE SAMOA			6	20200127	TOTAL DES DEPENSES	0,00	1604,88			20210923		
SAM	BANQUE SAMOA	SAM000007	20200128	63511000	CET - CFE - CVAE			7	20200128	879 CVAE	258,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000007	20200128	51270000	BANQUE SAMOA			7	20200128	TOTAL DES DEPENSES	0,00	258,00			20210923		
AC	ACHATS	AC000017	20200129	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	15	20200129	1181403 BARBOSSA SANITAIRE	0,00	26,40			20210923		
AC	ACHATS	AC000017	20200129	44566000	TVA/AC AUTRES BIENS & SERVICES			15	20200129	1181403 BARBOSSA SANITAIRE	4,40	0,00			20210923		
AC	ACHATS	AC000017	20200129	60544000	TRAVAUX AGENCEMENT APPART 1 HADDOCK			15	20200129	1181403 BARBOSSA SANITAIRE	22,00	0,00			20210923		
AC	ACHATS	AC000018	20200129	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	16	20200129	1181399 BARBOSSA SANIT. APP.2 & 4	0,00	2011,69			20210923		
AC	ACHATS	AC000018	20200129	44566000	TVA/AC AUTRES BIENS & SERVICES			16	20200129	1181399 BARBOSSA SANIT. APP.2 & 4	335,28	0,00			20210923		
AC	ACHATS	AC000018	20200129	60542000	TX AGENCEMENT CLIENT D(7+8)			16	20200129	1181399 BARBOSSA SANITAIRE	1676,41	0,00			20210923		
AC	ACHATS	AC000019	20200129	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	17	20200129	1181402 BARBOSSA SANITAIRE APP.8	0,00	249,20			20210923		
AC	ACHATS	AC000019	20200129	44566000	TVA/AC AUTRES BIENS & SERVICES			17	20200129	1181402 BARBOSSA SANITAIRE APP.8	41,53	0,00			20210923		
AC	ACHATS	AC000019	20200129	60542000	TX AGENCEMENT CLIENT D(7+8)			17	20200129	1181402 BARBOSSA SANITAIRE APP.8	207,67	0,00			20210923		
AC	ACHATS	AC000020	20200130	40100000	COMPTE COLLECTIF FOURNISSEURS	00100003	SAINT LOUIS	18	20200130	69966 SAINT LOUIS PLINTHES	0,00	217,42			20210923		
AC	ACHATS	AC000020	20200130	44566000	TVA/AC AUTRES BIENS & SERVICES			18	20200130	69966 SAINT LOUIS PLINTHES	36,24	0,00			20210923		
AC	ACHATS	AC000020	20200130	60541000	TRAVAUX AGENCEMENT APPART 1 BUTCHER			18	20200130	69966 SAINT LOUIS PLINTHES	181,18	0,00			20210923		
AC	ACHATS	AC000021	20200131	40100000	COMPTE COLLECTIF FOURNISSEURS	00100003	SAINT LOUIS	19	20200131	70279 SAINT LOUIS PARQUET	0,00	1622,56			20210923		
AC	ACHATS	AC000021	20200131	44566000	TVA/AC AUTRES BIENS & SERVICES			19	20200131	70279 SAINT LOUIS PARQUET	270,43	0,00			20210923		
AC	ACHATS	AC000021	20200131	60541000	TRAVAUX AGENCEMENT APPART 1 BUTCHER			19	20200131	70279 SAINT LOUIS PARQUET	1352,13	0,00			20210923		
AC	ACHATS	AC000022	20200131	40100000	COMPTE COLLECTIF FOURNISSEURS	01200001	NAPOLEON I	19.1	20200131	2001095 NAPOLEON I MENUISERIE	0,00	22416,68			20210923		
AC	ACHATS	AC000022	20200131	44566000	TVA/AC AUTRES BIENS & SERVICES			19.1	20200131	2001095 NAPOLEON I MENUISERIE	3736,11	0,00			20210923		
AC	ACHATS	AC000022	20200131	60541000	TRAVAUX AGENCEMENT APPART 1 BUTCHER			19.1	20200131	2001095 NAPOLEON I MENUISERIE	18680,57	0,00			20210923		
AC	ACHATS	AC000023	20200131	40100000	COMPTE COLLECTIF FOURNISSEURS	00200003	BANQUE VANUATU	19.2	20200131	8334 VANUATU INT 4E TR 019	0,00	5864,65			20210923		
AC	ACHATS	AC000023	20200131	66160000	INTERETS DEBITEURS			19.2	20200131	8334 VANUATU INT 4E TR 019	5864,65	0,00			20210923		
AC	ACHATS	AC000024	20200131	40100000	COMPTE COLLECTIF FOURNISSEURS	01200001	NAPOLEON I	19.5	20200131	2001090  NAPOLEON I APP.2E ET	0,00	1062,01			20210923		
AC	ACHATS	AC000024	20200131	44566000	TVA/AC AUTRES BIENS & SERVICES			19.5	20200131	2001090  NAPOLEON I	177,00	0,00			20210923		
AC	ACHATS	AC000024	20200131	60541000	TRAVAUX AGENCEMENT APPART 1 BUTCHER			19.5	20200131	2001090  NAPOLEON I APP.2E ET	885,01	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000004	20200131	44566000	TVA/AC AUTRES BIENS & SERVICES			1	20200131	CA3 01-2020	0,00	1581,00			20210923		
OD	OPERATIONS DIVERSES	OD000004	20200131	44567000	CREDIT DE TVA A REPORTER			1	20200131	CA3 01-2020	0,00	88590,00			20210923		
OD	OPERATIONS DIVERSES	OD000004	20200131	44567000	CREDIT DE TVA A REPORTER			1	20200131	CA3 01-2020	90171,00	0,00			20210923		
AC	ACHATS	AC000025	20200201	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	22.2	20200201	147688  BARBOSSA	0,00	-26,40			20210923		
AC	ACHATS	AC000025	20200201	44566000	TVA/AC AUTRES BIENS & SERVICES			22.2	20200201	147688  BARBOSSA	-4,40	0,00			20210923		
AC	ACHATS	AC000025	20200201	60544000	TRAVAUX AGENCEMENT APPART 1 HADDOCK			22.2	20200201	147688  BARBOSSA	-22,00	0,00			20210923		
AC	ACHATS	AC000026	20200204	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	22.1	20200204	147802  BARBOSSA	0,00	-1686,50			20210923		
AC	ACHATS	AC000026	20200204	44566000	TVA/AC AUTRES BIENS & SERVICES			22.1	20200204	147802  BARBOSSA	-281,08	0,00			20210923		
AC	ACHATS	AC000026	20200204	60542000	TX AGENCEMENT CLIENT D(7+8)			22.1	20200204	147802  BARBOSSA	-1405,42	0,00			20210923		
SAM	BANQUE SAMOA	SAM000008	20200204	45510000	COMPTE COURANT DENFER			8	20200204	CPTE MR OU MME DENFER	0,00	10000,00			20210923		
SAM	BANQUE SAMOA	SAM000008	20200204	51270000	BANQUE SAMOA			8	20200204	TOTAL DES RECETTES	10000,00	0,00			20210923		
AC	ACHATS	AC000027	20200205	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	20	20200205	3118 GRAY	0,00	14,10			20210923		
AC	ACHATS	AC000027	20200205	44566000	TVA/AC AUTRES BIENS & SERVICES			20	20200205	3118 GRAY	0,60	0,00			20210923		
AC	ACHATS	AC000027	20200205	62780000	AUTRES FRAIS & COMM/P.SERVICES			20	20200205	3118 GRAY	10,50	0,00			20210923		
AC	ACHATS	AC000027	20200205	62780100	FRAIS BANCAIRES SOUMIS			20	20200205	3118 GRAY	3,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000009	20200207	40100000	COMPTE COLLECTIF FOURNISSEURS	02100100	CASSIDY	9	20200207	880 CASSIDY	8790,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000009	20200207	51270000	BANQUE SAMOA			9	20200207	TOTAL DES DEPENSES	0,00	8790,00			20210923		
AC	ACHATS	AC000028	20200208	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	21	20200208	588 GRAY	0,00	8,50			20210923		
AC	ACHATS	AC000028	20200208	62780000	AUTRES FRAIS & COMM/P.SERVICES			21	20200208	588 GRAY	8,50	0,00			20210923		
SAM	BANQUE SAMOA	SAM000010	20200210	40100000	COMPTE COLLECTIF FOURNISSEURS	01000000	APPOLLON	10	20200210	882 MENUISIER	10435,49	0,00			20210923		
SAM	BANQUE SAMOA	SAM000010	20200210	40100000	COMPTE COLLECTIF FOURNISSEURS	01000000	APPOLLON	10	20200210	881 APPOLLON	3564,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000010	20200210	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	10	20200210	FRE 3118	14,10	0,00			20210923		
SAM	BANQUE SAMOA	SAM000010	20200210	51270000	BANQUE SAMOA			10	20200210	TOTAL DES DEPENSES	0,00	14013,59			20210923		
SAM	BANQUE SAMOA	SAM000011	20200210	62780000	AUTRES FRAIS & COMM/P.SERVICES			12	20200210	COMM.INTERVENTION	17,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000011	20200210	51270000	BANQUE SAMOA			12	20200210	TOTAL DES DEPENSES	0,00	17,00			20210923		
SAM	BANQUE SAMOA	SAM000012	20200211	62780000	AUTRES FRAIS & COMM/P.SERVICES			11	20200211	LETTRE INFORMATION	13,50	0,00			20210923		
SAM	BANQUE SAMOA	SAM000012	20200211	45510000	COMPTE COURANT DENFER			11	20200211	CPTE MR OU MME DENFER	0,00	14000,00			20210923		
SAM	BANQUE SAMOA	SAM000012	20200211	51270000	BANQUE SAMOA			11	20200211	TOTAL DES DEPENSES	0,00	13,50			20210923		
SAM	BANQUE SAMOA	SAM000012	20200211	51270000	BANQUE SAMOA			11	20200211	TOTAL DES RECETTES	14000,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000013	20200212	45510000	COMPTE COURANT DENFER			13	20200212	CPTE MR OU MME DENFER	0,00	3000,00			20210923		
SAM	BANQUE SAMOA	SAM000013	20200212	40100000	COMPTE COLLECTIF FOURNISSEURS	01200002	NAPOLEON III	13	20200212	876 NAPOLEON III	10000,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000013	20200212	62780000	AUTRES FRAIS & COMM/P.SERVICES			13	20200212	COMM.INTERVENTION	8,50	0,00			20210923		
SAM	BANQUE SAMOA	SAM000013	20200212	51270000	BANQUE SAMOA			13	20200212	TOTAL DES DEPENSES	0,00	10008,50			20210923		
SAM	BANQUE SAMOA	SAM000013	20200212	51270000	BANQUE SAMOA			13	20200212	TOTAL DES RECETTES	3000,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000014	20200217	40100000	COMPTE COLLECTIF FOURNISSEURS	01000000	APPOLLON	14	20200217	883 MENUISIER/PORTAIL	4704,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000014	20200217	40100000	COMPTE COLLECTIF FOURNISSEURS	00300002	LEGOLAS	14	20200217	884 LEGOLAS	11439,39	0,00			20210923		
SAM	BANQUE SAMOA	SAM000014	20200217	40100000	COMPTE COLLECTIF FOURNISSEURS	02100100	CASSIDY	14	20200217	CHQE 7880 CASSIDY	0,00	8790,00			20210923		
SAM	BANQUE SAMOA	SAM000014	20200217	51270000	BANQUE SAMOA			14	20200217	TOTAL DES DEPENSES	0,00	16143,39			20210923		
SAM	BANQUE SAMOA	SAM000014	20200217	51270000	BANQUE SAMOA			14	20200217	TOTAL DES RECETTES	8790,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000015	20200217	62780000	AUTRES FRAIS & COMM/P.SERVICES			16	20200217	COMMISSION INTERVENTION	17,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000015	20200217	51270000	BANQUE SAMOA			16	20200217	TOTAL DES DEPENSES	0,00	17,00			20210923		
SAM	BANQUE SAMOA	SAM000016	20200218	45510000	COMPTE COURANT DENFER			15	20200218	CPTE MR OU MME DENFER	0,00	10000,00			20210923		
SAM	BANQUE SAMOA	SAM000016	20200218	40100000	COMPTE COLLECTIF FOURNISSEURS	01000000	APPOLLON	15	20200218	CHQUE 7882 MENUISIER	0,00	10435,49			20210923		
SAM	BANQUE SAMOA	SAM000016	20200218	40100000	COMPTE COLLECTIF FOURNISSEURS	01000000	APPOLLON	15	20200218	CHQUE 7881 MENUISIER	0,00	3564,00			20210923		
SAM	BANQUE SAMOA	SAM000016	20200218	51270000	BANQUE SAMOA			15	20200218	TOTAL DES RECETTES	23999,49	0,00			20210923		
SAM	BANQUE SAMOA	SAM000017	20200219	40100000	COMPTE COLLECTIF FOURNISSEURS	02100300	DEPARDIEU	17	20200219	7885 DEPARDIEU	4692,06	0,00			20210923		
SAM	BANQUE SAMOA	SAM000017	20200219	51270000	BANQUE SAMOA			17	20200219	TOTAL DES DEPENSES	0,00	4692,06			20210923		
SAM	BANQUE SAMOA	SAM000018	20200220	45510000	COMPTE COURANT DENFER			18	20200220	CPTE MR OU MME DENFER	0,00	2000,00			20210923		
SAM	BANQUE SAMOA	SAM000018	20200220	45510000	COMPTE COURANT DENFER			18	20200220	CPTE MR OU MME DENFER	0,00	14000,00			20210923		
SAM	BANQUE SAMOA	SAM000018	20200220	45510000	COMPTE COURANT DENFER			18	20200220	CPTE MR OU MME DENFER	0,00	14500,00			20210923		
SAM	BANQUE SAMOA	SAM000018	20200220	45510000	COMPTE COURANT DENFER			18	20200220	CPTE MR OU MME DENFER	0,00	14800,00			20210923		
SAM	BANQUE SAMOA	SAM000018	20200220	40100000	COMPTE COLLECTIF FOURNISSEURS	00500000	BARBOSSA	18	20200220	7886 BARBOSSA	28876,35	0,00			20210923		
SAM	BANQUE SAMOA	SAM000018	20200220	51270000	BANQUE SAMOA			18	20200220	TOTAL DES DEPENSES	0,00	28876,35			20210923		
SAM	BANQUE SAMOA	SAM000018	20200220	51270000	BANQUE SAMOA			18	20200220	TOTAL DES RECETTES	45300,00	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000005	20200221	40100000	COMPTE COLLECTIF FOURNISSEURS	02100300	DEPARDIEU	6	20200221	DEPARDIEU - REGUL.CHARGES 2019	0,00	-1106,78			20210923		
OD	OPERATIONS DIVERSES	OD000005	20200221	46712000	DEPARDIEU – PROVISION CHARGES			6	20200221	DEPARDIEU - REGUL.CHARGES 2019	-1106,78	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000006	20200221	61400000	CHARGES COPROPRIETE			7	20200221	DEPARDIEU - CHARGES 2019	6771,18	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000006	20200221	46712000	DEPARDIEU – PROVISION CHARGES			7	20200221	DEPARDIEU - CHARGES 2019	0,00	6771,18			20210923		
SAM	BANQUE SAMOA	SAM000019	20200225	40100000	COMPTE COLLECTIF FOURNISSEURS	02100100	CASSIDY	19	20200225	PROVISION AFFECTEE CHQ 7880	8790,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000019	20200225	40100000	COMPTE COLLECTIF FOURNISSEURS	01000000	APPOLLON	19	20200225	PROVISION AFFECTEE CHQ 7881	3564,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000019	20200225	40100000	COMPTE COLLECTIF FOURNISSEURS	01000000	APPOLLON	19	20200225	PROVISION AFFECTEE CHQ 7882	10435,49	0,00			20210923		
SAM	BANQUE SAMOA	SAM000019	20200225	51270000	BANQUE SAMOA			19	20200225	TOTAL DES DEPENSES	0,00	22789,49			20210923		
AC	ACHATS	AC000029	20200229	40100000	COMPTE COLLECTIF FOURNISSEURS	00200003	BANQUE VANUATU	22	20200229	2411075 BANQUE VANUATU	0,00	28,00			20210923		
AC	ACHATS	AC000029	20200229	62780000	AUTRES FRAIS & COMM/P.SERVICES			22	20200229	2411075 BANQUE VANUATU	28,00	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000007	20200229	44566000	TVA/AC AUTRES BIENS & SERVICES			5	20200229	CA3 02-2020	0,00	12968,00			20210923		
OD	OPERATIONS DIVERSES	OD000007	20200229	44567000	CREDIT DE TVA A REPORTER			5	20200229	CA3 02-2020	0,00	90171,00			20210923		
OD	OPERATIONS DIVERSES	OD000007	20200229	44567000	CREDIT DE TVA A REPORTER			5	20200229	CA3 02-2020	103139,00	0,00			20210923		
AC	ACHATS	AC000030	20200304	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	23	20200304	5033 GRAY	0,00	14,10			20210923		
AC	ACHATS	AC000030	20200304	44566000	TVA/AC AUTRES BIENS & SERVICES			23	20200304	5033 GRAY	0,60	0,00			20210923		
AC	ACHATS	AC000030	20200304	62780000	AUTRES FRAIS & COMM/P.SERVICES			23	20200304	5033 GRAY	10,50	0,00			20210923		
AC	ACHATS	AC000030	20200304	62780100	FRAIS BANCAIRES SOUMIS			23	20200304	5033 GRAY	3,00	0,00			20210923		
AC	ACHATS	AC000031	20200304	40100000	COMPTE COLLECTIF FOURNISSEURS	01100005	LOUIX XVI	24	20200304	5299 LOUIX XVI CUISINE	0,00	6800,00			20210923		
AC	ACHATS	AC000031	20200304	44566000	TVA/AC AUTRES BIENS & SERVICES			24	20200304	5299 LOUIX XVI CUISINE	1133,33	0,00			20210923		
AC	ACHATS	AC000031	20200304	60542000	TX AGENCEMENT CLIENT D(7+8)			24	20200304	5299 LOUIX XVI CUISINE	5666,67	0,00			20210923		
AC	ACHATS	AC000032	20200304	40100000	COMPTE COLLECTIF FOURNISSEURS	00100003	SAINT LOUIS	25	20200304	71121 BOIS PORTES APP. 7 & 8	0,00	2058,48			20210923		
AC	ACHATS	AC000032	20200304	44566000	TVA/AC AUTRES BIENS & SERVICES			25	20200304	71121 BOIS PORTES APP. 7 & 8	343,08	0,00			20210923		
AC	ACHATS	AC000032	20200304	60542000	TX AGENCEMENT CLIENT D(7+8)			25	20200304	71121 BOIS PORTES APP. 7 & 8	1715,40	0,00			20210923		
CR	BANQUE VANUATU	CR000003	20200309	45510000	COMPTE COURANT DENFER			3	20200309	VENTE MAISON PERSONNELLE	0,00	300000,00			20210923		
CR	BANQUE VANUATU	CR000003	20200309	45510000	COMPTE COURANT DENFER			3	20200309	VENTE MAISON PERSONNELLE	0,00	300000,00			20210923		
CR	BANQUE VANUATU	CR000003	20200309	45510000	COMPTE COURANT DENFER			3	20200309	VENTE MAISON PERSONNELLE	0,00	92500,00			20210923		
CR	BANQUE VANUATU	CR000003	20200309	51260000	BANQUE VANUATU			3	20200309	TOTAL DES RECETTES	692500,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000020	20200310	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	20	20200310	FRE 5033 GRAY	14,10	0,00			20210923		
SAM	BANQUE SAMOA	SAM000020	20200310	51270000	BANQUE SAMOA			20	20200310	TOTAL DES DEPENSES	0,00	14,10			20210923		
CR2	BANQUE FIDJI	CR2000002	20200310	40100000	COMPTE COLLECTIF FOURNISSEURS	00200003	BANQUE VANUATU	2	20200310	FRE 25257	28,00	0,00			20210923		
CR2	BANQUE FIDJI	CR2000002	20200310	51261000	BANQUE FIDJI			2	20200310	TOTAL DES DEPENSES	0,00	28,00			20210923		
SAM	BANQUE SAMOA	SAM000021	20200313	40100000	COMPTE COLLECTIF FOURNISSEURS	01100005	LOUIX XVI	21	20200313	7887 LOUIX XVI	6800,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000021	20200313	51270000	BANQUE SAMOA			21	20200313	TOTAL DES DEPENSES	0,00	6800,00			20210923		
SAM	BANQUE SAMOA	SAM000022	20200313	62780000	AUTRES FRAIS & COMM/P.SERVICES			24	20200313	COMM.INTERVENTION	8,50	0,00			20210923		
SAM	BANQUE SAMOA	SAM000022	20200313	51270000	BANQUE SAMOA			24	20200313	TOTAL DES DEPENSES	0,00	8,50			20210923		
SAM	BANQUE SAMOA	SAM000023	20200314	62780000	AUTRES FRAIS & COMM/P.SERVICES			22	20200314	LETTRE INFORMATION	13,50	0,00			20210923		
SAM	BANQUE SAMOA	SAM000023	20200314	51270000	BANQUE SAMOA			22	20200314	TOTAL DES DEPENSES	0,00	13,50			20210923		
SAM	BANQUE SAMOA	SAM000024	20200316	45510000	COMPTE COURANT DENFER			23	20200316	CPTE MR OU MME DENFER	0,00	7000,00			20210923		
SAM	BANQUE SAMOA	SAM000024	20200316	51270000	BANQUE SAMOA			23	20200316	TOTAL DES RECETTES	7000,00	0,00			20210923		
VE	VENTES	VE000001	20200320	41100000	COMPTE COLLECTIF CLIENTS	05000700	CLIENT E	1	20200320	VENTE CLIENT E	408500,00	0,00			20210923		
VE	VENTES	VE000001	20200320	70110000	VENTES FICTIVES			1	20200320	VENTE CLIENT E	0,00	340416,67			20210923		
VE	VENTES	VE000001	20200320	44571000	TVA COLLECTEE 20%			1	20200320	VENTE CLIENT E	0,00	68083,33			20210923		
OD	OPERATIONS DIVERSES	OD000008	20200323	63541000	DROIT DE MUTATION			9	20200323	DEPARDIEU - F.MUTATION/CLIENT E	408,00	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000008	20200323	40100000	COMPTE COLLECTIF FOURNISSEURS	02100300	DEPARDIEU	9	20200323	DEPARDIEU - F.MUTATION/CLIENT E	0,00	408,00			20210923		
CR	BANQUE VANUATU	CR000004	20200325	41100000	COMPTE COLLECTIF CLIENTS	05000700	CLIENT E	4	20200325	SUPERMANZERR/CLIENT E	0,00	387209,15			20210923		
CR	BANQUE VANUATU	CR000004	20200325	51260000	BANQUE VANUATU			4	20200325	TOTAL DES RECETTES	387209,15	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000009	20200325	40100000	COMPTE COLLECTIF FOURNISSEURS	02100300	DEPARDIEU	10	20200325	DEPARDIEU-OPPOSIT°/VTE CLIENT E	865,85	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000009	20200325	41100000	COMPTE COLLECTIF CLIENTS	05000700	CLIENT E	10	20200325	DEPARDIEU-OPPOSIT°/VTE CLIENT E	0,00	865,85			20210923		
OD	OPERATIONS DIVERSES	OD000010	20200326	67180000	AUTRES CHARGES EXCEPTIONNELLES			11	20200326	DIFF.AVANCE TRESOERIE DEPARDIEU	369,30	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000010	20200326	46712100	DEPARDIEU – FOND DE ROULEMENT			11	20200326	DIFF.AVANCE TRESOERIE DEPARDIEU	0,00	369,30			20210923		
CR	BANQUE VANUATU	CR000005	20200331	41100000	COMPTE COLLECTIF CLIENTS	05000700	CLIENT E	5	20200331	SUPERMANZERR/CLIENT E	0,00	20425,00			20210923		
CR	BANQUE VANUATU	CR000005	20200331	51260000	BANQUE VANUATU			5	20200331	TOTAL DES RECETTES	20425,00	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000011	20200331	44571000	TVA COLLECTEE 20%			8	20200331	CA3 03-2020	68083,00	0,00			20210923		
OD	OPERATIONS DIVERSES	OD000011	20200331	44566000	TVA/AC AUTRES BIENS & SERVICES			8	20200331	CA3 03-2020	0,00	1133,00			20210923		
OD	OPERATIONS DIVERSES	OD000011	20200331	44567000	CREDIT DE TVA A REPORTER			8	20200331	CA3 03-2020	0,00	103139,00			20210923		
OD	OPERATIONS DIVERSES	OD000011	20200331	44567000	CREDIT DE TVA A REPORTER			8	20200331	CA3 03-2020	36189,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000025	20200401	40100000	COMPTE COLLECTIF FOURNISSEURS	01200002	NAPOLEON III	25	20200401	890 NAPOLEON III	7241,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000025	20200401	51270000	BANQUE SAMOA			25	20200401	TOTAL DES DEPENSES	0,00	7241,00			20210923		
SAM	BANQUE SAMOA	SAM000026	20200401	62780000	AUTRES FRAIS & COMM/P.SERVICES			27	20200401	COMM.INTERVENTION	8,50	0,00			20210923		
SAM	BANQUE SAMOA	SAM000026	20200401	51270000	BANQUE SAMOA			27	20200401	TOTAL DES DEPENSES	0,00	8,50			20210923		
OD	OPERATIONS DIVERSES	OD000012	20200401	40100000	COMPTE COLLECTIF FOURNISSEURS	02100300	DEPARDIEU	13	20200401	DEPARDIEU - PROV.CHARGES 2T20	0,00	1287,36			20210923		
OD	OPERATIONS DIVERSES	OD000012	20200401	46712000	DEPARDIEU – PROVISION CHARGES			13	20200401	DEPARDIEU - PROV.CHARGES 2T20	1287,36	0,00			20210923		
AC	ACHATS	AC000033	20200402	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	26	20200402	7026 GRAY	0,00	14,10			20210923		
AC	ACHATS	AC000033	20200402	44566000	TVA/AC AUTRES BIENS & SERVICES			26	20200402	7026 GRAY	0,60	0,00			20210923		
AC	ACHATS	AC000033	20200402	62780000	AUTRES FRAIS & COMM/P.SERVICES			26	20200402	7026 GRAY	10,50	0,00			20210923		
AC	ACHATS	AC000033	20200402	62780100	FRAIS BANCAIRES SOUMIS			26	20200402	7026 GRAY	3,00	0,00			20210923		
AC	ACHATS	AC000034	20200402	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	27	20200402	2089 GRAY 1ER TR 020	0,00	242,49			20210923		
AC	ACHATS	AC000034	20200402	66160000	INTERETS DEBITEURS			27	20200402	2089 GRAY 1ER TR 020	27,51	0,00			20210923		
AC	ACHATS	AC000034	20200402	62780000	AUTRES FRAIS & COMM/P.SERVICES			27	20200402	2089 GRAY 1ER TR 020	214,98	0,00			20210923		
SAM	BANQUE SAMOA	SAM000027	20200402	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	26	20200402	INT/FRAIS	242,49	0,00			20210923		
SAM	BANQUE SAMOA	SAM000027	20200402	51270000	BANQUE SAMOA			26	20200402	TOTAL DES DEPENSES	0,00	242,49			20210923		
CR	BANQUE VANUATU	CR000006	20200406	40100000	COMPTE COLLECTIF FOURNISSEURS	00200003	BANQUE VANUATU	7	20200406	INT/DEBIT 549082	4562,19	0,00			20210923		
CR	BANQUE VANUATU	CR000006	20200406	51260000	BANQUE VANUATU			7	20200406	TOTAL DES DEPENSES	0,00	4562,19			20210923		
SAM	BANQUE SAMOA	SAM000028	20200407	40100000	COMPTE COLLECTIF FOURNISSEURS	01200002	NAPOLEON III	28	20200407	REJET CHQUE 7890 NAPOLEON III	0,00	7241,00			20210923		
SAM	BANQUE SAMOA	SAM000028	20200407	51270000	BANQUE SAMOA			28	20200407	TOTAL DES RECETTES	7241,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000029	20200410	40100000	COMPTE COLLECTIF FOURNISSEURS	00200002	GRAY	29	20200410	FRE 7026	14,10	0,00			20210923		
SAM	BANQUE SAMOA	SAM000029	20200410	51270000	BANQUE SAMOA			29	20200410	TOTAL DES DEPENSES	0,00	14,10			20210923		
CR	BANQUE VANUATU	CR000007	20200410	45510000	COMPTE COURANT DENFER			8	20200410	DENFER RBST FONDS PROPRES	220000,00	0,00			20210923		
CR	BANQUE VANUATU	CR000007	20200410	51260000	BANQUE VANUATU			8	20200410	TOTAL DES DEPENSES	0,00	220000,00			20210923		
CR	BANQUE VANUATU	CR000008	20200413	46710000	DEBITEUR DIVERS			6	20200413	ECH PRET 13/12/019	1300,00	0,00			20210923		
CR	BANQUE VANUATU	CR000008	20200413	51260000	BANQUE VANUATU			6	20200413	TOTAL DES DEPENSES	0,00	1300,00			20210923		
SAM	BANQUE SAMOA	SAM000030	20200415	45510000	COMPTE COURANT DENFER			30	20200415	CPTE MR OU MME DENFER	0,00	7000,00			20210923		
SAM	BANQUE SAMOA	SAM000030	20200415	51270000	BANQUE SAMOA			30	20200415	TOTAL DES RECETTES	7000,00	0,00			20210923		
SAM	BANQUE SAMOA	SAM000031	20200421	45510000	COMPTE COURANT DENFER			31	20200421	CPTE MR OU MME DENFER	0,00	14200,00			20210923		
SAM	BANQUE SAMOA	SAM000031	20200421	45510000	COMPTE COURANT DENFER			31	20200421	CPTE MR OU MME DENFER	0,00	14100,00			20210923		
